Codepoint,Property,Status,Description
A610-A62B,PVALID,,VAI SYLLABLE NDOLE FA..VAI SYLLABLE NDOLE DO
A62C-A63F,UNASSIGNED,,<RESERVED>..<RESERVED>
A640,DISALLOWED,,CYRILLIC CAPITAL LETTER ZEMLYA
A641,PVALID,,CYRILLIC SMALL LETTER ZEMLYA
A642,DISALLOWED,,CYRILLIC CAPITAL LETTER DZELO
A643,PVALID,,CYRILLIC SMALL LETTER DZELO
A644,DISALLOWED,,CYRILLIC CAPITAL LETTER REVERSED DZE
A645,PVALID,,CYRILLIC SMALL LETTER REVERSED DZE
A646,DISALLOWED,,CYRILLIC CAPITAL LETTER IOTA
A647,PVALID,,CYRILLIC SMALL LETTER IOTA
A648,DISALLOWED,,CYRILLIC CAPITAL LETTER DJERV
A649,PVALID,,CYRILLIC SMALL LETTER DJERV
A64A,DISALLOWED,,CYRILLIC CAPITAL LETTER MONOGRAPH UK
A64B,PVALID,,CYRILLIC SMALL LETTER MONOGRAPH UK
A64C,DISALLOWED,,CYRILLIC CAPITAL LETTER BROAD OMEGA
A64D,PVALID,,CYRILLIC SMALL LETTER BROAD OMEGA
A64E,DISALLOWED,,CYRILLIC CAPITAL LETTER NEUTRAL YER
A64F,PVALID,,CYRILLIC SMALL LETTER NEUTRAL YER
A650,DISALLOWED,,CYRILLIC CAPITAL LETTER YERU WITH BACK YER
A651,PVALID,,CYRILLIC SMALL LETTER YERU WITH BACK YER
A652,DISALLOWED,,CYRILLIC CAPITAL LETTER IOTIFIED YAT
A653,PVALID,,CYRILLIC SMALL LETTER IOTIFIED YAT
A654,DISALLOWED,,CYRILLIC CAPITAL LETTER REVERSED YU
A655,PVALID,,CYRILLIC SMALL LETTER REVERSED YU
A656,DISALLOWED,,CYRILLIC CAPITAL LETTER IOTIFIED A
A657,PVALID,,CYRILLIC SMALL LETTER IOTIFIED A
A658,DISALLOWED,,CYRILLIC CAPITAL LETTER CLOSED LITTLE YUS
A659,PVALID,,CYRILLIC SMALL LETTER CLOSED LITTLE YUS
A65A,DISALLOWED,,CYRILLIC CAPITAL LETTER BLENDED YUS
A65B,PVALID,,CYRILLIC SMALL LETTER BLENDED YUS
A65C,DISALLOWED,,CYRILLIC CAPITAL LETTER IOTIFIED CLOSED LITTLE YUS
A65D,PVALID,,CYRILLIC SMALL LETTER IOTIFIED CLOSED LITTLE YUS
A65E,DISALLOWED,,CYRILLIC CAPITAL LETTER YN
A65F,PVALID,,CYRILLIC SMALL LETTER YN
A660,DISALLOWED,,CYRILLIC CAPITAL LETTER REVERSED TSE
A661,PVALID,,CYRILLIC SMALL LETTER REVERSED TSE
A662,DISALLOWED,,CYRILLIC CAPITAL LETTER SOFT DE
A663,PVALID,,CYRILLIC SMALL LETTER SOFT DE
A664,DISALLOWED,,CYRILLIC CAPITAL LETTER SOFT EL
A665,PVALID,,CYRILLIC SMALL LETTER SOFT EL
A666,DISALLOWED,,CYRILLIC CAPITAL LETTER SOFT EM
A667,PVALID,,CYRILLIC SMALL LETTER SOFT EM
A668,DISALLOWED,,CYRILLIC CAPITAL LETTER MONOCULAR O
A669,PVALID,,CYRILLIC SMALL LETTER MONOCULAR O
A66A,DISALLOWED,,CYRILLIC CAPITAL LETTER BINOCULAR O
A66B,PVALID,,CYRILLIC SMALL LETTER BINOCULAR O
A66C,DISALLOWED,,CYRILLIC CAPITAL LETTER DOUBLE MONOCULAR O
A66D-A66F,PVALID,,CYRILLIC SMALL LETTER DOUBLE MONOCULAR O..COMBINING CYRILLIC VZMET
A670-A673,DISALLOWED,,COMBINING CYRILLIC TEN MILLIONS SIGN..SLAVONIC ASTERISK
A674-A67D,PVALID,,COMBINING CYRILLIC LETTER UKRAINIAN IE..COMBINING CYRILLIC PAYEROK
A67E,DISALLOWED,,CYRILLIC KAVYKA
A67F,PVALID,,CYRILLIC PAYEROK
A680,DISALLOWED,,CYRILLIC CAPITAL LETTER DWE
A681,PVALID,,CYRILLIC SMALL LETTER DWE
A682,DISALLOWED,,CYRILLIC CAPITAL LETTER DZWE
A683,PVALID,,CYRILLIC SMALL LETTER DZWE
A684,DISALLOWED,,CYRILLIC CAPITAL LETTER ZHWE
A685,PVALID,,CYRILLIC SMALL LETTER ZHWE
A686,DISALLOWED,,CYRILLIC CAPITAL LETTER CCHE
A687,PVALID,,CYRILLIC SMALL LETTER CCHE
A688,DISALLOWED,,CYRILLIC CAPITAL LETTER DZZE
A689,PVALID,,CYRILLIC SMALL LETTER DZZE
A68A,DISALLOWED,,CYRILLIC CAPITAL LETTER TE WITH MIDDLE HOOK
A68B,PVALID,,CYRILLIC SMALL LETTER TE WITH MIDDLE HOOK
A68C,DISALLOWED,,CYRILLIC CAPITAL LETTER TWE
A68D,PVALID,,CYRILLIC SMALL LETTER TWE
A68E,DISALLOWED,,CYRILLIC CAPITAL LETTER TSWE
A68F,PVALID,,CYRILLIC SMALL LETTER TSWE
A690,DISALLOWED,,CYRILLIC CAPITAL LETTER TSSE
A691,PVALID,,CYRILLIC SMALL LETTER TSSE
A692,DISALLOWED,,CYRILLIC CAPITAL LETTER TCHE
A693,PVALID,,CYRILLIC SMALL LETTER TCHE
A694,DISALLOWED,,CYRILLIC CAPITAL LETTER HWE
A695,PVALID,,CYRILLIC SMALL LETTER HWE
A696,DISALLOWED,,CYRILLIC CAPITAL LETTER SHWE
A697,PVALID,,CYRILLIC SMALL LETTER SHWE
A698,DISALLOWED,,CYRILLIC CAPITAL LETTER DOUBLE O
A699,PVALID,,CYRILLIC SMALL LETTER DOUBLE O
A69A,DISALLOWED,,CYRILLIC CAPITAL LETTER CROSSED O
A69B,PVALID,,CYRILLIC SMALL LETTER CROSSED O
A69C-A69D,DISALLOWED,,MODIFIER LETTER CYRILLIC HARD SIGN..MODIFIER LETTER CYRILLIC SOFT SIGN
A69E-A6E5,PVALID,,COMBINING CYRILLIC LETTER EF..BAMUM LETTER KI
A6E6-A6EF,DISALLOWED,,BAMUM LETTER MO..BAMUM LETTER KOGHOM
A6F0-A6F1,PVALID,,BAMUM COMBINING MARK KOQNDON..BAMUM COMBINING MARK TUKWENTIS
A6F2-A6F7,DISALLOWED,,BAMUM NJAEMLI..BAMUM QUESTION MARK
A6F8-A6FF,UNASSIGNED,,<RESERVED>..<RESERVED>
A700-A716,DISALLOWED,,MODIFIER LETTER CHINESE TONE YIN PING..MODIFIER LETTER EXTRA-LOW LEFT-STEM TONE BAR
A717-A71F,PVALID,,MODIFIER LETTER DOT VERTICAL BAR..MODIFIER LETTER LOW INVERTED EXCLAMATION MARK
A720-A722,DISALLOWED,,MODIFIER LETTER STRESS AND HIGH TONE..LATIN CAPITAL LETTER EGYPTOLOGICAL ALEF
A723,PVALID,,LATIN SMALL LETTER EGYPTOLOGICAL ALEF
A724,DISALLOWED,,LATIN CAPITAL LETTER EGYPTOLOGICAL AIN
A725,PVALID,,LATIN SMALL LETTER EGYPTOLOGICAL AIN
A726,DISALLOWED,,LATIN CAPITAL LETTER HENG
A727,PVALID,,LATIN SMALL LETTER HENG
A728,DISALLOWED,,LATIN CAPITAL LETTER TZ
A729,PVALID,,LATIN SMALL LETTER TZ
A72A,DISALLOWED,,LATIN CAPITAL LETTER TRESILLO
A72B,PVALID,,LATIN SMALL LETTER TRESILLO
A72C,DISALLOWED,,LATIN CAPITAL LETTER CUATRILLO
A72D,PVALID,,LATIN SMALL LETTER CUATRILLO
A72E,DISALLOWED,,LATIN CAPITAL LETTER CUATRILLO WITH COMMA
A72F-A731,PVALID,,LATIN SMALL LETTER CUATRILLO WITH COMMA..LATIN LETTER SMALL CAPITAL S
A732,DISALLOWED,,LATIN CAPITAL LETTER AA
A733,PVALID,,LATIN SMALL LETTER AA
A734,DISALLOWED,,LATIN CAPITAL LETTER AO
A735,PVALID,,LATIN SMALL LETTER AO
A736,DISALLOWED,,LATIN CAPITAL LETTER AU
A737,PVALID,,LATIN SMALL LETTER AU
A738,DISALLOWED,,LATIN CAPITAL LETTER AV
A739,PVALID,,LATIN SMALL LETTER AV
A73A,DISALLOWED,,LATIN CAPITAL LETTER AV WITH HORIZONTAL BAR
A73B,PVALID,,LATIN SMALL LETTER AV WITH HORIZONTAL BAR
A73C,DISALLOWED,,LATIN CAPITAL LETTER AY
A73D,PVALID,,LATIN SMALL LETTER AY
A73E,DISALLOWED,,LATIN CAPITAL LETTER REVERSED C WITH DOT
A73F,PVALID,,LATIN SMALL LETTER REVERSED C WITH DOT
A740,DISALLOWED,,LATIN CAPITAL LETTER K WITH STROKE
A741,PVALID,,LATIN SMALL LETTER K WITH STROKE
A742,DISALLOWED,,LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
A743,PVALID,,LATIN SMALL LETTER K WITH DIAGONAL STROKE
A744,DISALLOWED,,LATIN CAPITAL LETTER K WITH STROKE AND DIAGONAL STROKE
A745,PVALID,,LATIN SMALL LETTER K WITH STROKE AND DIAGONAL STROKE
A746,DISALLOWED,,LATIN CAPITAL LETTER BROKEN L
A747,PVALID,,LATIN SMALL LETTER BROKEN L
A748,DISALLOWED,,LATIN CAPITAL LETTER L WITH HIGH STROKE
A749,PVALID,,LATIN SMALL LETTER L WITH HIGH STROKE
A74A,DISALLOWED,,LATIN CAPITAL LETTER O WITH LONG STROKE OVERLAY
A74B,PVALID,,LATIN SMALL LETTER O WITH LONG STROKE OVERLAY
A74C,DISALLOWED,,LATIN CAPITAL LETTER O WITH LOOP
A74D,PVALID,,LATIN SMALL LETTER O WITH LOOP
A74E,DISALLOWED,,LATIN CAPITAL LETTER OO
A74F,PVALID,,LATIN SMALL LETTER OO
A750,DISALLOWED,,LATIN CAPITAL LETTER P WITH STROKE THROUGH DESCENDER
A751,PVALID,,LATIN SMALL LETTER P WITH STROKE THROUGH DESCENDER
A752,DISALLOWED,,LATIN CAPITAL LETTER P WITH FLOURISH
A753,PVALID,,LATIN SMALL LETTER P WITH FLOURISH
A754,DISALLOWED,,LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A755,PVALID,,LATIN SMALL LETTER P WITH SQUIRREL TAIL
A756,DISALLOWED,,LATIN CAPITAL LETTER Q WITH STROKE THROUGH DESCENDER
A757,PVALID,,LATIN SMALL LETTER Q WITH STROKE THROUGH DESCENDER
A758,DISALLOWED,,LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A759,PVALID,,LATIN SMALL LETTER Q WITH DIAGONAL STROKE
A75A,DISALLOWED,,LATIN CAPITAL LETTER R ROTUNDA
A75B,PVALID,,LATIN SMALL LETTER R ROTUNDA
A75C,DISALLOWED,,LATIN CAPITAL LETTER RUM ROTUNDA
A75D,PVALID,,LATIN SMALL LETTER RUM ROTUNDA
A75E,DISALLOWED,,LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A75F,PVALID,,LATIN SMALL LETTER V WITH DIAGONAL STROKE
A760,DISALLOWED,,LATIN CAPITAL LETTER VY
A761,PVALID,,LATIN SMALL LETTER VY
A762,DISALLOWED,,LATIN CAPITAL LETTER VISIGOTHIC Z
A763,PVALID,,LATIN SMALL LETTER VISIGOTHIC Z
A764,DISALLOWED,,LATIN CAPITAL LETTER THORN WITH STROKE
A765,PVALID,,LATIN SMALL LETTER THORN WITH STROKE
A766,DISALLOWED,,LATIN CAPITAL LETTER THORN WITH STROKE THROUGH DESCENDER
A767,PVALID,,LATIN SMALL LETTER THORN WITH STROKE THROUGH DESCENDER
A768,DISALLOWED,,LATIN CAPITAL LETTER VEND
A769,PVALID,,LATIN SMALL LETTER VEND
A76A,DISALLOWED,,LATIN CAPITAL LETTER ET
A76B,PVALID,,LATIN SMALL LETTER ET
A76C,DISALLOWED,,LATIN CAPITAL LETTER IS
A76D,PVALID,,LATIN SMALL LETTER IS
A76E,DISALLOWED,,LATIN CAPITAL LETTER CON
A76F,PVALID,,LATIN SMALL LETTER CON
A770,DISALLOWED,,MODIFIER LETTER US
A771-A778,PVALID,,LATIN SMALL LETTER DUM..LATIN SMALL LETTER UM
A779,DISALLOWED,,LATIN CAPITAL LETTER INSULAR D
A77A,PVALID,,LATIN SMALL LETTER INSULAR D
A77B,DISALLOWED,,LATIN CAPITAL LETTER INSULAR F
A77C,PVALID,,LATIN SMALL LETTER INSULAR F
A77D-A77E,DISALLOWED,,LATIN CAPITAL LETTER INSULAR G..LATIN CAPITAL LETTER TURNED INSULAR G
A77F,PVALID,,LATIN SMALL LETTER TURNED INSULAR G
A780,DISALLOWED,,LATIN CAPITAL LETTER TURNED L
A781,PVALID,,LATIN SMALL LETTER TURNED L
A782,DISALLOWED,,LATIN CAPITAL LETTER INSULAR R
A783,PVALID,,LATIN SMALL LETTER INSULAR R
A784,DISALLOWED,,LATIN CAPITAL LETTER INSULAR S
A785,PVALID,,LATIN SMALL LETTER INSULAR S
A786,DISALLOWED,,LATIN CAPITAL LETTER INSULAR T
A787-A788,PVALID,,LATIN SMALL LETTER INSULAR T..MODIFIER LETTER LOW CIRCUMFLEX ACCENT
A789-A78B,DISALLOWED,,MODIFIER LETTER COLON..LATIN CAPITAL LETTER SALTILLO
A78C,PVALID,,LATIN SMALL LETTER SALTILLO
A78D,DISALLOWED,,LATIN CAPITAL LETTER TURNED H
A78E-A78F,PVALID,,LATIN SMALL LETTER L WITH RETROFLEX HOOK AND BELT..LATIN LETTER SINOLOGICAL DOT
A790,DISALLOWED,,LATIN CAPITAL LETTER N WITH DESCENDER
A791,PVALID,,LATIN SMALL LETTER N WITH DESCENDER
A792,DISALLOWED,,LATIN CAPITAL LETTER C WITH BAR
A793-A795,PVALID,,LATIN SMALL LETTER C WITH BAR..LATIN SMALL LETTER H WITH PALATAL HOOK
A796,DISALLOWED,,LATIN CAPITAL LETTER B WITH FLOURISH
A797,PVALID,,LATIN SMALL LETTER B WITH FLOURISH
A798,DISALLOWED,,LATIN CAPITAL LETTER F WITH STROKE
A799,PVALID,,LATIN SMALL LETTER F WITH STROKE
A79A,DISALLOWED,,LATIN CAPITAL LETTER VOLAPUK AE
A79B,PVALID,,LATIN SMALL LETTER VOLAPUK AE
A79C,DISALLOWED,,LATIN CAPITAL LETTER VOLAPUK OE
A79D,PVALID,,LATIN SMALL LETTER VOLAPUK OE
A79E,DISALLOWED,,LATIN CAPITAL LETTER VOLAPUK UE
A79F,PVALID,,LATIN SMALL LETTER VOLAPUK UE
A7A0,DISALLOWED,,LATIN CAPITAL LETTER G WITH OBLIQUE STROKE
A7A1,PVALID,,LATIN SMALL LETTER G WITH OBLIQUE STROKE
A7A2,DISALLOWED,,LATIN CAPITAL LETTER K WITH OBLIQUE STROKE
A7A3,PVALID,,LATIN SMALL LETTER K WITH OBLIQUE STROKE
A7A4,DISALLOWED,,LATIN CAPITAL LETTER N WITH OBLIQUE STROKE
A7A5,PVALID,,LATIN SMALL LETTER N WITH OBLIQUE STROKE
A7A6,DISALLOWED,,LATIN CAPITAL LETTER R WITH OBLIQUE STROKE
A7A7,PVALID,,LATIN SMALL LETTER R WITH OBLIQUE STROKE
A7A8,DISALLOWED,,LATIN CAPITAL LETTER S WITH OBLIQUE STROKE
A7A9,PVALID,,LATIN SMALL LETTER S WITH OBLIQUE STROKE
A7AA-A7AE,DISALLOWED,,LATIN CAPITAL LETTER H WITH HOOK..LATIN CAPITAL LETTER SMALL CAPITAL I
A7AF,PVALID,,LATIN LETTER SMALL CAPITAL Q
A7B0-A7B4,DISALLOWED,,LATIN CAPITAL LETTER TURNED K..LATIN CAPITAL LETTER BETA
A7B5,PVALID,,LATIN SMALL LETTER BETA
A7B6,DISALLOWED,,LATIN CAPITAL LETTER OMEGA
A7B7,PVALID,,LATIN SMALL LETTER OMEGA
A7B8,DISALLOWED,,LATIN CAPITAL LETTER U WITH STROKE
A7B9,PVALID,,LATIN SMALL LETTER U WITH STROKE
A7BA-A7F6,UNASSIGNED,,<RESERVED>..<RESERVED>
A7F7,PVALID,,LATIN EPIGRAPHIC LETTER SIDEWAYS I
A7F8-A7F9,DISALLOWED,,MODIFIER LETTER CAPITAL H WITH STROKE..MODIFIER LETTER SMALL LIGATURE OE
A7FA-A827,PVALID,,LATIN LETTER SMALL CAPITAL TURNED M..SYLOTI NAGRI VOWEL SIGN OO
A828-A82B,DISALLOWED,,SYLOTI NAGRI POETRY MARK-1..SYLOTI NAGRI POETRY MARK-4
A82C-A82F,UNASSIGNED,,<RESERVED>..<RESERVED>
A830-A839,DISALLOWED,,NORTH INDIC FRACTION ONE QUARTER..NORTH INDIC QUANTITY MARK
A83A-A83F,UNASSIGNED,,<RESERVED>..<RESERVED>
A840-A873,PVALID,,PHAGS-PA LETTER KA..PHAGS-PA LETTER CANDRABINDU
A874-A877,DISALLOWED,,PHAGS-PA SINGLE HEAD MARK..PHAGS-PA MARK DOUBLE SHAD
A878-A87F,UNASSIGNED,,<RESERVED>..<RESERVED>
A880-A8C5,PVALID,,SAURASHTRA SIGN ANUSVARA..SAURASHTRA SIGN CANDRABINDU
A8C6-A8CD,UNASSIGNED,,<RESERVED>..<RESERVED>
A8CE-A8CF,DISALLOWED,,SAURASHTRA DANDA..SAURASHTRA DOUBLE DANDA
A8D0-A8D9,PVALID,,SAURASHTRA DIGIT ZERO..SAURASHTRA DIGIT NINE
A8DA-A8DF,UNASSIGNED,,<RESERVED>..<RESERVED>
A8E0-A8F7,PVALID,,COMBINING DEVANAGARI DIGIT ZERO..DEVANAGARI SIGN CANDRABINDU AVAGRAHA
A8F8-A8FA,DISALLOWED,,DEVANAGARI SIGN PUSHPIKA..DEVANAGARI CARET
A8FB,PVALID,,DEVANAGARI HEADSTROKE
A8FC,DISALLOWED,,DEVANAGARI SIGN SIDDHAM
A8FD-A92D,PVALID,,DEVANAGARI JAIN OM..KAYAH LI TONE CALYA PLOPHU
A92E-A92F,DISALLOWED,,KAYAH LI SIGN CWI..KAYAH LI SIGN SHYA
A930-A953,PVALID,,REJANG LETTER KA..REJANG VIRAMA
A954-A95E,UNASSIGNED,,<RESERVED>..<RESERVED>
A95F-A97C,DISALLOWED,,REJANG SECTION MARK..HANGUL CHOSEONG SSANGYEORINHIEUH
A97D-A97F,UNASSIGNED,,<RESERVED>..<RESERVED>
A980-A9C0,PVALID,,JAVANESE SIGN PANYANGGA..JAVANESE PANGKON
A9C1-A9CD,DISALLOWED,,JAVANESE LEFT RERENGGAN..JAVANESE TURNED PADA PISELEH
A9CE,UNASSIGNED,,<RESERVED>
A9CF-A9D9,PVALID,,JAVANESE PANGRANGKEP..JAVANESE DIGIT NINE
A9DA-A9DD,UNASSIGNED,,<RESERVED>..<RESERVED>
A9DE-A9DF,DISALLOWED,,JAVANESE PADA TIRTA TUMETES..JAVANESE PADA ISEN-ISEN
A9E0-A9FE,PVALID,,MYANMAR LETTER SHAN GHA..MYANMAR LETTER TAI LAING BHA
A9FF,UNASSIGNED,,<RESERVED>
AA00-AA36,PVALID,,CHAM LETTER A..CHAM CONSONANT SIGN WA
AA37-AA3F,UNASSIGNED,,<RESERVED>..<RESERVED>
AA40-AA4D,PVALID,,CHAM LETTER FINAL K..CHAM CONSONANT SIGN FINAL H
AA4E-AA4F,UNASSIGNED,,<RESERVED>..<RESERVED>
AA50-AA59,PVALID,,CHAM DIGIT ZERO..CHAM DIGIT NINE
AA5A-AA5B,UNASSIGNED,,<RESERVED>..<RESERVED>
AA5C-AA5F,DISALLOWED,,CHAM PUNCTUATION SPIRAL..CHAM PUNCTUATION TRIPLE DANDA
AA60-AA76,PVALID,,MYANMAR LETTER KHAMTI GA..MYANMAR LOGOGRAM KHAMTI HM
AA77-AA79,DISALLOWED,,MYANMAR SYMBOL AITON EXCLAMATION..MYANMAR SYMBOL AITON TWO
AA7A-AAC2,PVALID,,MYANMAR LETTER AITON RA..TAI VIET TONE MAI SONG
AAC3-AADA,UNASSIGNED,,<RESERVED>..<RESERVED>
AADB-AADD,PVALID,,TAI VIET SYMBOL KON..TAI VIET SYMBOL SAM
AADE-AADF,DISALLOWED,,TAI VIET SYMBOL HO HOI..TAI VIET SYMBOL KOI KOI
AAE0-AAEF,PVALID,,MEETEI MAYEK LETTER E..MEETEI MAYEK VOWEL SIGN AAU
AAF0-AAF1,DISALLOWED,,MEETEI MAYEK CHEIKHAN..MEETEI MAYEK AHANG KHUDAM
AAF2-AAF6,PVALID,,MEETEI MAYEK ANJI..MEETEI MAYEK VIRAMA
AAF7-AB00,UNASSIGNED,,<RESERVED>..<RESERVED>
AB01-AB06,PVALID,,ETHIOPIC SYLLABLE TTHU..ETHIOPIC SYLLABLE TTHO
AB07-AB08,UNASSIGNED,,<RESERVED>..<RESERVED>
AB09-AB0E,PVALID,,ETHIOPIC SYLLABLE DDHU..ETHIOPIC SYLLABLE DDHO
AB0F-AB10,UNASSIGNED,,<RESERVED>..<RESERVED>
AB11-AB16,PVALID,,ETHIOPIC SYLLABLE DZU..ETHIOPIC SYLLABLE DZO
AB17-AB1F,UNASSIGNED,,<RESERVED>..<RESERVED>
AB20-AB26,PVALID,,ETHIOPIC SYLLABLE CCHHA..ETHIOPIC SYLLABLE CCHHO
AB27,UNASSIGNED,,<RESERVED>
AB28-AB2E,PVALID,,ETHIOPIC SYLLABLE BBA..ETHIOPIC SYLLABLE BBO
AB2F,UNASSIGNED,,<RESERVED>
AB30-AB5A,PVALID,,LATIN SMALL LETTER BARRED ALPHA..LATIN SMALL LETTER Y WITH SHORT RIGHT LEG
AB5B-AB5F,DISALLOWED,,MODIFIER BREVE WITH INVERTED BREVE..MODIFIER LETTER SMALL U WITH LEFT HOOK
AB60-AB65,PVALID,,LATIN SMALL LETTER SAKHA YAT..GREEK LETTER SMALL CAPITAL OMEGA
AB66-AB6F,UNASSIGNED,,<RESERVED>..<RESERVED>
AB70-ABBF,DISALLOWED,,CHEROKEE SMALL LETTER A..CHEROKEE SMALL LETTER YA
ABC0-ABEA,PVALID,,MEETEI MAYEK LETTER KOK..MEETEI MAYEK VOWEL SIGN NUNG
ABEB,DISALLOWED,,MEETEI MAYEK CHEIKHEI
ABEC-ABED,PVALID,,MEETEI MAYEK LUM IYEK..MEETEI MAYEK APUN IYEK
ABEE-ABEF,UNASSIGNED,,<RESERVED>..<RESERVED>
ABF0-ABF9,PVALID,,MEETEI MAYEK DIGIT ZERO..MEETEI MAYEK DIGIT NINE
ABFA-ABFF,UNASSIGNED,,<RESERVED>..<RESERVED>
AC00-D7A3,PVALID,,"<HANGUL SYLLABLE, FIRST>..<HANGUL SYLLABLE, LAST>"
D7A4-D7AF,UNASSIGNED,,<RESERVED>..<RESERVED>
D7B0-D7C6,DISALLOWED,,HANGUL JUNGSEONG O-YEO..HANGUL JUNGSEONG ARAEA-E
D7C7-D7CA,UNASSIGNED,,<RESERVED>..<RESERVED>
D7CB-D7FB,DISALLOWED,,HANGUL JONGSEONG NIEUN-RIEUL..HANGUL JONGSEONG PHIEUPH-THIEUTH
D7FC-D7FF,UNASSIGNED,,<RESERVED>..<RESERVED>
D800-FA0D,DISALLOWED,,"<NON PRIVATE USE HIGH SURROGATE, FIRST>..CJK COMPATIBILITY IDEOGRAPH-FA0D"
FA0E-FA0F,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA0E..CJK COMPATIBILITY IDEOGRAPH-FA0F
FA10,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA10
FA11,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA11
FA12,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA12
FA13-FA14,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA13..CJK COMPATIBILITY IDEOGRAPH-FA14
FA15-FA1E,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA15..CJK COMPATIBILITY IDEOGRAPH-FA1E
FA1F,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA1F
FA20,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA20
FA21,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA21
FA22,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA22
FA23-FA24,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA23..CJK COMPATIBILITY IDEOGRAPH-FA24
FA25-FA26,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA25..CJK COMPATIBILITY IDEOGRAPH-FA26
FA27-FA29,PVALID,,CJK COMPATIBILITY IDEOGRAPH-FA27..CJK COMPATIBILITY IDEOGRAPH-FA29
FA2A-FA6D,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA2A..CJK COMPATIBILITY IDEOGRAPH-FA6D
FA6E-FA6F,UNASSIGNED,,<RESERVED>..<RESERVED>
FA70-FAD9,DISALLOWED,,CJK COMPATIBILITY IDEOGRAPH-FA70..CJK COMPATIBILITY IDEOGRAPH-FAD9
FADA-FAFF,UNASSIGNED,,<RESERVED>..<RESERVED>
FB00-FB06,DISALLOWED,,LATIN SMALL LIGATURE FF..LATIN SMALL LIGATURE ST
FB07-FB12,UNASSIGNED,,<RESERVED>..<RESERVED>
FB13-FB17,DISALLOWED,,ARMENIAN SMALL LIGATURE MEN NOW..ARMENIAN SMALL LIGATURE MEN XEH
FB18-FB1C,UNASSIGNED,,<RESERVED>..<RESERVED>
FB1D,DISALLOWED,,HEBREW LETTER YOD WITH HIRIQ
FB1E,PVALID,,HEBREW POINT JUDEO-SPANISH VARIKA
FB1F-FB36,DISALLOWED,,HEBREW LIGATURE YIDDISH YOD YOD PATAH..HEBREW LETTER ZAYIN WITH DAGESH
FB37,UNASSIGNED,,<RESERVED>
FB38-FB3C,DISALLOWED,,HEBREW LETTER TET WITH DAGESH..HEBREW LETTER LAMED WITH DAGESH
FB3D,UNASSIGNED,,<RESERVED>
FB3E,DISALLOWED,,HEBREW LETTER MEM WITH DAGESH
FB3F,UNASSIGNED,,<RESERVED>
FB40-FB41,DISALLOWED,,HEBREW LETTER NUN WITH DAGESH..HEBREW LETTER SAMEKH WITH DAGESH
FB42,UNASSIGNED,,<RESERVED>
FB43-FB44,DISALLOWED,,HEBREW LETTER FINAL PE WITH DAGESH..HEBREW LETTER PE WITH DAGESH
FB45,UNASSIGNED,,<RESERVED>
FB46-FBC1,DISALLOWED,,HEBREW LETTER TSADI WITH DAGESH..ARABIC SYMBOL SMALL TAH BELOW
FBC2-FBD2,UNASSIGNED,,<RESERVED>..<RESERVED>
FBD3-FD3F,DISALLOWED,,ARABIC LETTER NG ISOLATED FORM..ORNATE RIGHT PARENTHESIS
FD40-FD4F,UNASSIGNED,,<RESERVED>..<RESERVED>
FD50-FD8F,DISALLOWED,,ARABIC LIGATURE TEH WITH JEEM WITH MEEM INITIAL FORM..ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM
FD90-FD91,UNASSIGNED,,<RESERVED>..<RESERVED>
FD92-FDC7,DISALLOWED,,ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM..ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM
FDC8-FDCF,UNASSIGNED,,<RESERVED>..<RESERVED>
FDD0-FDFD,DISALLOWED,,<NOT A CHARACTER>..ARABIC LIGATURE BISMILLAH AR-RAHMAN AR-RAHEEM
FDFE-FDFF,UNASSIGNED,,<RESERVED>..<RESERVED>
FE00-FE19,DISALLOWED,,VARIATION SELECTOR-1..PRESENTATION FORM FOR VERTICAL HORIZONTAL ELLIPSIS
FE1A-FE1F,UNASSIGNED,,<RESERVED>..<RESERVED>
FE20-FE2F,PVALID,,COMBINING LIGATURE LEFT HALF..COMBINING CYRILLIC TITLO RIGHT HALF
FE30-FE52,DISALLOWED,,PRESENTATION FORM FOR VERTICAL TWO DOT LEADER..SMALL FULL STOP
FE53,UNASSIGNED,,<RESERVED>
FE54-FE66,DISALLOWED,,SMALL SEMICOLON..SMALL EQUALS SIGN
